-10,0.54402111088937
-9.9,0.457535893775321
-9.8,0.366479129251928
-9.7,0.271760626410942
-9.6,0.17432678122298
-9.5,0.0751511204618093
-9.4,-0.0247754254533578
-9.3,-0.124454423507062
-9.2,-0.222889914100248
-9.1,-0.319098362349352
-9,-0.412118485241757
-8.9,-0.501020856457885
-8.8,-0.584917192891762
-8.7,-0.662969230082183
-8.6,-0.734397097874113
-8.5,-0.79848711262349
-8.4,-0.854598908088281
-8.3,-0.902171833756293
-8.2,-0.940730556679773
-8.1,-0.969889810845086
-8,-0.989358246623382
-7.9,-0.998941341839772
-7.8,-0.998543345374605
-7.7,-0.988168233877
-7.6,-0.967919672031486
-7.5,-0.937999976774739
-7.4,-0.898708095811627
-7.3,-0.850436620628564
-7.2,-0.793667863849153
-7.1,-0.728969040125876
-7,-0.656986598718789
-6.9,-0.5784397643882
-6.8,-0.494113351138608
-6.7,-0.404849920616598
-6.6,-0.311541363513378
-6.5,-0.215119988087816
-6.4,-0.116549204850494
-6.3,-0.0168139004843497
-6.2,0.0830894028174973
-6.1,0.182162504272096
-6,0.279415498198926
-5.9,0.373876664830237
-5.8,0.464602179413757
-5.7,0.550685542597638
-5.6,0.631266637872322
-5.5,0.705540325570392
-5.4,0.772764487555988
-5.3,0.832267442223901
-5.2,0.883454655720154
-5.1,0.925814682327732
-5,0.958924274663138
-4.9,0.982452612624333
-4.8,0.996164608835841
-4.7,0.999923257564101
-4.6,0.993691003633464
-4.5,0.977530117665097
-4.4,0.951602073889516
-4.3,0.916165936749455
-4.2,0.871575772413588
-4.1,0.81827711106441
-4,0.756802495307928
-3.9,0.687766159183973
-3.8,0.611857890942719
-3.7,0.529836140908493
-3.6,0.442520443294852
-3.5,0.35078322768962
-3.4,0.255541102026831
-3.3,0.157745694143248
-3.2,0.0583741434275792
-3.1,-0.0415806624332909
-3,-0.141120008059867
-2.9,-0.239249329213983
-2.8,-0.334988150155905
-2.7,-0.427379880233831
-2.6,-0.515501371821464
-2.5,-0.598472144103956
-2.4,-0.675463180551151
-2.3,-0.74570521217672
-2.2,-0.808496403819591
-2.1,-0.863209366648874
-2,-0.909297426825682
-1.9,-0.946300087687414
-1.8,-0.973847630878195
-1.7,-0.991664810452469
-1.6,-0.999573603041505
-1.5,-0.997494986604054
-1.4,-0.98544972998846
-1.3,-0.963558185417193
-1.2,-0.932039085967226
-1.1,-0.891207360061435
-1,-0.841470984807897
-0.9,-0.783326909627484
-0.799999999999999,-0.717356090899522
-0.699999999999999,-0.64421768723769
-0.6,-0.564642473395035
-0.5,-0.479425538604203
-0.399999999999999,-0.389418342308649
-0.299999999999999,-0.295520206661339
-0.199999999999999,-0.198669330795061
-0.0999999999999996,-0.0998334166468278
0,0
0.0999999999999996,0.0998334166468278
0.199999999999999,0.198669330795061
0.299999999999999,0.295520206661339
0.399999999999999,0.389418342308649
0.5,0.479425538604203
0.6,0.564642473395035
0.699999999999999,0.64421768723769
0.799999999999999,0.717356090899522
0.9,0.783326909627484
1,0.841470984807897
1.1,0.891207360061435
1.2,0.932039085967226
1.3,0.963558185417193
1.4,0.98544972998846
1.5,0.997494986604054
1.6,0.999573603041505
1.7,0.991664810452469
1.8,0.973847630878195
1.9,0.946300087687414
2,0.909297426825682
2.1,0.863209366648874
2.2,0.808496403819591
2.3,0.74570521217672
2.4,0.675463180551151
2.5,0.598472144103956
2.6,0.515501371821464
2.7,0.427379880233831
2.8,0.334988150155905
2.9,0.239249329213983
3,0.141120008059867
3.1,0.0415806624332909
3.2,-0.0583741434275792
3.3,-0.157745694143248
3.4,-0.255541102026831
3.5,-0.35078322768962
3.6,-0.442520443294852
3.7,-0.529836140908493
3.8,-0.611857890942719
3.9,-0.687766159183973
4,-0.756802495307928
4.1,-0.81827711106441
4.2,-0.871575772413588
4.3,-0.916165936749455
4.4,-0.951602073889516
4.5,-0.977530117665097
4.6,-0.993691003633464
4.7,-0.999923257564101
4.8,-0.996164608835841
4.9,-0.982452612624333
5,-0.958924274663138
5.1,-0.925814682327732
5.2,-0.883454655720154
5.3,-0.832267442223901
5.4,-0.772764487555988
5.5,-0.705540325570392
5.6,-0.631266637872322
5.7,-0.550685542597638
5.8,-0.464602179413757
5.9,-0.373876664830237
6,-0.279415498198926
6.1,-0.182162504272096
6.2,-0.0830894028174973
6.3,0.0168139004843497
6.4,0.116549204850494
6.5,0.215119988087816
6.6,0.311541363513378
6.7,0.404849920616598
6.8,0.494113351138608
6.9,0.5784397643882
7,0.656986598718789
7.1,0.728969040125876
7.2,0.793667863849153
7.3,0.850436620628564
7.4,0.898708095811627
7.5,0.937999976774739
7.6,0.967919672031486
7.7,0.988168233877
7.8,0.998543345374605
7.9,0.998941341839772
8,0.989358246623382
8.1,0.969889810845086
8.2,0.940730556679773
8.3,0.902171833756293
8.4,0.854598908088281
8.5,0.79848711262349
8.6,0.734397097874113
8.7,0.662969230082183
8.8,0.584917192891762
8.9,0.501020856457885
9,0.412118485241757
9.1,0.319098362349352
9.2,0.222889914100248
9.3,0.124454423507062
9.4,0.0247754254533578
9.5,-0.0751511204618093
9.6,-0.17432678122298
9.7,-0.271760626410942
9.8,-0.366479129251928
9.9,-0.457535893775321
10,-0.54402111088937
